date,week,meal,product,M,P,F,C,FBR,SGR,K,Pg,Fg,Cg,FBRg,SGRg,Kcal
22.02.2020,20_8,1,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
23.02.2020,20_9,1,Овсянка,100,13,6,63,9,0,360,13,6,63,9,0,360
23.02.2020,20_9,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
23.02.2020,20_9,1,Президент 85,15,"10,3",52,24,13,2,607,"1,545","7,8","3,6","1,95","0,3","91,05"
23.02.2020,20_9,1,сыр,60,"22,5",28,0,0,0,342,"13,5","16,8",0,0,0,"205,2"
23.02.2020,20_9,1,грудка,300,31,"3,6",0,0,0,165,93,"10,8",0,0,0,495
23.02.2020,20_9,1,гречка вар,600,4,1,20,"2,938090241",0,100,24,6,120,"17,62854145",0,600
23.02.2020,20_9,1,апельсин,200,"0,9","0,1",12,3,9,47,"1,8","0,2",24,6,18,94
23.02.2020,20_9,1,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
23.02.2020,20_9,1,курага,30,"3,4","0,5",63,,,241,"1,02","0,15","18,9",0,0,"72,3"
23.02.2020,20_9,1,масло льняное,12,0,"99,8",0,0,0,898,0,"11,976",0,0,0,"107,76"
23.02.2020,20_9,1,морковь,110,"0,9","0,2",10,"2,8","4,53",41,"0,99","0,22",11,"3,08","4,983","45,1"
23.02.2020,20_9,1,Яблоко,100,"0,3","0,2",14,2,"8,74",52,"0,3","0,2",14,2,"8,74",52
24.02.2020,20_9,1,Овсянка,100,13,6,63,9,0,360,13,6,63,9,0,360
24.02.2020,20_9,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
24.02.2020,20_9,1,Президент 85,15,"10,3",52,24,13,2,607,"1,545","7,8","3,6","1,95","0,3","91,05"
24.02.2020,20_9,1,сыр,60,"22,5",28,0,0,0,342,"13,5","16,8",0,0,0,"205,2"
24.02.2020,20_9,1,гречка вар,600,4,1,20,"2,938090241",0,100,24,6,120,"17,62854145",0,600
24.02.2020,20_9,1,хек рыба,300,"16,8","2,2",0,0,0,86,"50,4","6,6",0,0,0,258
24.02.2020,20_9,1,грейпфрут,200,"0,8","0,1",11,,,42,"1,6","0,2",22,0,0,84
24.02.2020,20_9,1,грецкий орех,20,15,65,14,,,654,3,13,"2,8",0,0,"130,8"
24.02.2020,20_9,1,арахис,20,"25,8","49,2","16,1","8,5","3,97",567,"5,16","9,84","3,22","1,7","0,794","113,4"
24.02.2020,20_9,1,bcaa ON,12,53,0,32,0,0,337,"6,36",0,"3,84",0,0,"40,44"
24.02.2020,20_9,1,Банан,150,"1,1","0,3",23,"2,6",12,89,"1,65","0,45","34,5","3,9",18,"133,5"
24.02.2020,20_9,1,Шоколад Спартак 56%,20,"6,5",34,51,10,20,530,"1,3","6,8","10,2",2,4,106
24.02.2020,20_9,1,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
24.02.2020,20_9,1,курага,30,"3,4","0,5",63,,,241,"1,02","0,15","18,9",0,0,"72,3"
25.02.2020,20_9,1,Овсянка,100,13,6,63,9,0,360,13,6,63,9,0,360
25.02.2020,20_9,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
25.02.2020,20_9,1,Президент 85,15,"10,3",52,24,13,2,607,"1,545","7,8","3,6","1,95","0,3","91,05"
25.02.2020,20_9,1,сыр,60,"22,5",28,0,0,0,342,"13,5","16,8",0,0,0,"205,2"
25.02.2020,20_9,1,гречка вар,600,4,1,20,"2,938090241",0,100,24,6,120,"17,62854145",0,600
25.02.2020,20_9,1,хек рыба,200,"16,8","2,2",0,0,0,86,"33,6","4,4",0,0,0,172
25.02.2020,20_9,1,говядина нежирная,100,"25,7","8,1","0,2",0,0,175,"25,7","8,1","0,2",0,0,175
25.02.2020,20_9,1,масло оливковое,12,0,92,0,0,0,824,0,"11,04",0,0,0,"98,88"
25.02.2020,20_9,1,Яблоко,400,"0,3","0,2",14,2,"8,74",52,"1,2","0,8",56,8,"34,96",208
25.02.2020,20_9,1,апельсин,200,"0,9","0,1",12,3,9,47,"1,8","0,2",24,6,18,94
25.02.2020,20_9,1,морковь,100,"0,9","0,2",10,"2,8","4,53",41,"0,9","0,2",10,"2,8","4,53",41
25.02.2020,20_9,1,курага,30,"3,4","0,5",63,,,241,"1,02","0,15","18,9",0,0,"72,3"
25.02.2020,20_9,1,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
26.02.2020,20_9,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
26.02.2020,20_9,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
26.02.2020,20_9,1,Президент 85,15,"10,3",52,24,13,2,607,"1,545","7,8","3,6","1,95","0,3","91,05"
26.02.2020,20_9,1,сыр,60,"22,5",28,0,0,0,342,"13,5","16,8",0,0,0,"205,2"
26.02.2020,20_9,1,гречка вар,600,4,1,20,"2,938090241",0,100,24,6,120,"17,62854145",0,600
26.02.2020,20_9,1,говядина нежирная,300,"25,7","8,1","0,2",0,0,175,"77,1","24,3","0,6",0,0,525
26.02.2020,20_9,1,апельсин,200,"0,9","0,1",12,3,9,47,"1,8","0,2",24,6,18,94
26.02.2020,20_9,1,морковь,100,"0,9","0,2",10,"2,8","4,53",41,"0,9","0,2",10,"2,8","4,53",41
26.02.2020,20_9,1,Яблоко,150,"0,3","0,2",14,2,"8,74",52,"0,45","0,3",21,3,"13,11",78
26.02.2020,20_9,1,чернослив,50,"2,2","0,4",64,,,240,"1,1","0,2",32,0,0,120
26.02.2020,20_9,1,bcaa ON,12,53,0,32,0,0,337,"6,36",0,"3,84",0,0,"40,44"
26.02.2020,20_9,1,Банан,150,"1,1","0,3",23,"2,6",12,89,"1,65","0,45","34,5","3,9",18,"133,5"
26.02.2020,20_9,1,Шоколад Спартак 56%,20,"6,5",34,51,10,20,530,"1,3","6,8","10,2",2,4,106
26.02.2020,20_9,1,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
27.02.2020,20_9,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
27.02.2020,20_9,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
27.02.2020,20_9,1,Президент 85,30,"10,3",52,24,13,2,607,"3,09","15,6","7,2","3,9","0,6","182,1"
27.02.2020,20_9,1,сыр,60,"22,5",28,0,0,0,342,"13,5","16,8",0,0,0,"205,2"
27.02.2020,20_9,1,рис бур вар,500,3,1,26,,,120,15,5,130,0,0,600
27.02.2020,20_9,1,Свинина пост,200,"19,4","7,1",0,0,0,160,"38,8","14,2",0,0,0,320
27.02.2020,20_9,1,апельсин,100,"0,9","0,1",12,3,9,47,"0,9","0,1",12,3,9,47
27.02.2020,20_9,1,морковь,100,"0,9","0,2",10,"2,8","4,53",41,"0,9","0,2",10,"2,8","4,53",41
27.02.2020,20_9,1,Яблоко,200,"0,3","0,2",14,2,"8,74",52,"0,6","0,4",28,4,"17,48",104
27.02.2020,20_9,1,чернослив,50,"2,2","0,4",64,,,240,"1,1","0,2",32,0,0,120
27.02.2020,20_9,1,Яйцо белок,200,"11,1",0,1,0,0,46,"22,2",0,2,0,0,92
27.02.2020,20_9,1,Хлебец Виктория,50,"9,41","5,95","68,46",,,337,"4,705","2,975","34,23",0,0,"168,5"
27.02.2020,20_9,1,миндаль,40,21,49,22,,,576,"8,4","19,6","8,8",0,0,"230,4"
27.02.2020,20_9,1,груша,200,"0,4","0,1",15,,,57,"0,8","0,2",30,0,0,114
27.02.2020,20_9,1,творог 1,100,18,1,"1,3",0,0,86,18,1,"1,3",0,0,86
28.02.2020,20_9,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
28.02.2020,20_9,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
28.02.2020,20_9,1,Президент 85,15,"10,3",52,24,13,2,607,"1,545","7,8","3,6","1,95","0,3","91,05"
28.02.2020,20_9,1,сыр,50,"22,5",28,0,0,0,342,"11,25",14,0,0,0,171
28.02.2020,20_9,1,рис бур вар,600,3,1,26,,,120,18,6,156,0,0,720
28.02.2020,20_9,1,хек рыба,300,"16,8","2,2",0,0,0,86,"50,4","6,6",0,0,0,258
28.02.2020,20_9,1,апельсин,100,"0,9","0,1",12,3,9,47,"0,9","0,1",12,3,9,47
28.02.2020,20_9,1,морковь,100,"0,9","0,2",10,"2,8","4,53",41,"0,9","0,2",10,"2,8","4,53",41
28.02.2020,20_9,1,гранат,150,"1,7","1,2",19,2,"8,74",83,"2,55","1,8","28,5",3,"13,11","124,5"
28.02.2020,20_9,1,курага,30,"3,4","0,5",63,,,241,"1,02","0,15","18,9",0,0,"72,3"
28.02.2020,20_9,1,Хлебец Виктория,7,"9,41","5,95","68,46",,,337,"0,6587","0,4165","4,7922",0,0,"23,59"
28.02.2020,20_9,1,миндаль,40,21,49,22,,,576,"8,4","19,6","8,8",0,0,"230,4"
28.02.2020,20_9,1,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
29.02.2020,20_9,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
29.02.2020,20_9,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
29.02.2020,20_9,1,Президент 85,15,"10,3",52,24,13,2,607,"1,545","7,8","3,6","1,95","0,3","91,05"
29.02.2020,20_9,1,сыр,50,"22,5",28,0,0,0,342,"11,25",14,0,0,0,171
29.02.2020,20_9,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
29.02.2020,20_9,1,миндаль,20,21,49,22,,,576,"4,2","9,8","4,4",0,0,"115,2"
29.02.2020,20_9,1,Яблоко,400,"0,3","0,2",14,2,"8,74",52,"1,2","0,8",56,8,"34,96",208
29.02.2020,20_9,1,Яйцо белок,160,"11,1",0,1,0,0,46,"17,76",0,"1,6",0,0,"73,6"
29.02.2020,20_9,1,курага,20,"3,4","0,5",63,,,241,"0,68","0,1","12,6",0,0,"48,2"
29.02.2020,20_9,1,Яйцо белок,240,"11,1",0,1,0,0,46,"26,64",0,"2,4",0,0,"110,4"
29.02.2020,20_9,1,Яйцо желток,45,"16,2","31,2","3,6",0,0,354,"7,29","14,04","1,62",0,0,"159,3"
29.02.2020,20_9,1,макароны вар 150/320,200,7,1,32,,,163,14,2,64,0,0,326
29.02.2020,20_9,1,зефир,30,"0,8","0,1",80,,,326,"0,24","0,03",24,0,0,"97,8"
29.02.2020,20_9,1,творог 1,220,"11,1",0,1,0,0,46,"17,76",0,"1,6",0,0,"73,6"
29.02.2020,20_9,1,апельсин,200,"11,1",0,1,3,9,46,"17,76",0,"1,6",6,18,"73,6"
01.03.2020,20_10,1,блин,150,8,5,31,0,0,194,12,"7,5","46,5",0,0,291
01.03.2020,20_10,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
01.03.2020,20_10,1,Президент 85,15,"10,3",52,24,13,2,607,"1,545","7,8","3,6","1,95","0,3","91,05"
01.03.2020,20_10,1,сыр,42,"22,5",28,0,0,0,342,"9,45","11,76",0,0,0,"143,64"
01.03.2020,20_10,1,икра Совьет,30,"28,9","11,1",0,,,216,"8,67","3,33",0,0,0,"64,8"
01.03.2020,20_10,1,гречка вар,600,4,1,20,"2,938090241",0,100,24,6,120,"17,62854145",0,600
01.03.2020,20_10,1,грудка,260,31,"3,6",0,0,0,165,"80,6","9,36",0,0,0,429
01.03.2020,20_10,1,миндаль,40,21,49,22,,,576,"8,4","19,6","8,8",0,0,"230,4"
01.03.2020,20_10,1,морковь,100,"0,9","0,2",10,"2,8","4,53",41,"0,9","0,2",10,"2,8","4,53",41
01.03.2020,20_10,1,апельсин,200,"0,9","0,1",12,3,9,47,"1,8","0,2",24,6,18,94
01.03.2020,20_10,1,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
01.03.2020,20_10,1,Яблоко,120,"0,3","0,2",14,2,"8,74",52,"0,36","0,24","16,8","2,4","10,488","62,4"
01.03.2020,20_10,1,чернослив,18,"2,2","0,4",64,,,240,"0,396","0,072","11,52",0,0,"43,2"
02.03.2020,20_10,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
02.03.2020,20_10,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
02.03.2020,20_10,1,Президент 85,15,"10,3",52,24,13,2,607,"1,545","7,8","3,6","1,95","0,3","91,05"
02.03.2020,20_10,1,сыр,50,"22,5",28,0,0,0,342,"11,25",14,0,0,0,171
02.03.2020,20_10,1,гречка вар,600,4,1,20,"2,938090241",0,100,24,6,120,"17,62854145",0,600
02.03.2020,20_10,1,грудка,100,31,"3,6",0,0,0,165,31,"3,6",0,0,0,165
02.03.2020,20_10,1,говядина нежирная,100,"25,7","8,1","0,2",0,0,175,"25,7","8,1","0,2",0,0,175
02.03.2020,20_10,1,Яйцо белок,200,"11,1",0,1,0,0,46,"22,2",0,2,0,0,92
02.03.2020,20_10,1,апельсин,200,"0,9","0,1",12,3,9,47,"1,8","0,2",24,6,18,94
02.03.2020,20_10,1,Яблоко,200,"0,3","0,2",14,2,"8,74",52,"0,6","0,4",28,4,"17,48",104
02.03.2020,20_10,1,миндаль,40,21,49,22,,,576,"8,4","19,6","8,8",0,0,"230,4"
02.03.2020,20_10,1,чернослив,40,"2,2","0,4",64,,,240,"0,88","0,16","25,6",0,0,96
02.03.2020,20_10,1,bcaa ON,12,53,0,32,0,0,337,"6,36",0,"3,84",0,0,"40,44"
02.03.2020,20_10,1,Банан,150,"1,1","0,3",23,"2,6",12,89,"1,65","0,45","34,5","3,9",18,"133,5"
02.03.2020,20_10,1,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
03.03.2020,20_10,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
03.03.2020,20_10,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
03.03.2020,20_10,1,Президент 85,15,"10,3",52,24,13,2,607,"1,545","7,8","3,6","1,95","0,3","91,05"
03.03.2020,20_10,1,сыр,50,"22,5",28,0,0,0,342,"11,25",14,0,0,0,171
03.03.2020,20_10,1,гречка вар,600,4,1,20,"2,938090241",0,100,24,6,120,"17,62854145",0,600
03.03.2020,20_10,1,грудка,200,31,"3,6",0,0,0,165,62,"7,2",0,0,0,330
03.03.2020,20_10,1,Яйцо белок,160,"11,1",0,1,0,0,46,"17,76",0,"1,6",0,0,"73,6"
03.03.2020,20_10,1,апельсин,200,"0,9","0,1",12,3,9,47,"1,8","0,2",24,6,18,94
03.03.2020,20_10,1,Яблоко,200,"0,3","0,2",14,2,"8,74",52,"0,6","0,4",28,4,"17,48",104
03.03.2020,20_10,1,миндаль,40,21,49,22,,,576,"8,4","19,6","8,8",0,0,"230,4"
03.03.2020,20_10,1,чернослив,30,"2,2","0,4",64,,,240,"0,66","0,12","19,2",0,0,72
03.03.2020,20_10,1,рыбий жир,10,0,100,0,,,900,0,10,0,0,0,90
03.03.2020,20_10,1,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
04.03.2020,20_10,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
04.03.2020,20_10,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
04.03.2020,20_10,1,Шоколад молочный,15,"8,1",55,31,,,542,"1,215","8,25","4,65",0,0,"81,3"
04.03.2020,20_10,1,сыр,50,"22,5",28,0,0,0,342,"11,25",14,0,0,0,171
04.03.2020,20_10,1,гречка вар,600,4,1,20,"2,938090241",0,100,24,6,120,"17,62854145",0,600
04.03.2020,20_10,1,грудка,135,31,"3,6",0,0,0,165,"41,85","4,86",0,0,0,"222,75"
04.03.2020,20_10,1,Яйцо белок,280,"11,1",0,1,0,0,46,"31,08",0,"2,8",0,0,"128,8"
04.03.2020,20_10,1,апельсин,200,"0,9","0,1",12,3,9,47,"1,8","0,2",24,6,18,94
04.03.2020,20_10,1,Яблоко,200,"0,3","0,2",14,2,"8,74",52,"0,6","0,4",28,4,"17,48",104
04.03.2020,20_10,1,миндаль,40,21,49,22,,,576,"8,4","19,6","8,8",0,0,"230,4"
04.03.2020,20_10,1,чернослив,30,"2,2","0,4",64,,,240,"0,66","0,12","19,2",0,0,72
04.03.2020,20_10,1,рыбий жир,7,0,100,0,,,900,0,7,0,0,0,63
04.03.2020,20_10,1,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
04.03.2020,20_10,1,bcaa ON,12,53,0,32,0,0,337,"6,36",0,"3,84",0,0,"40,44"
04.03.2020,20_10,1,Банан,150,"1,1","0,3",23,"2,6",12,89,"1,65","0,45","34,5","3,9",18,"133,5"
04.03.2020,20_10,1,киви,100,"1,1","0,5",15,,,61,"1,1","0,5",15,0,0,61
05.03.2020,20_10,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
05.03.2020,20_10,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
05.03.2020,20_10,1,Шоколад молочный,15,"8,1",55,31,,,542,"1,215","8,25","4,65",0,0,"81,3"
05.03.2020,20_10,1,сыр,50,"22,5",28,0,0,0,342,"11,25",14,0,0,0,171
05.03.2020,20_10,1,Свинина окорок,200,18,21,0,0,0,270,36,42,0,0,0,540
05.03.2020,20_10,1,Яйцо белок,210,"11,1",0,1,0,0,46,"23,31",0,"2,1",0,0,"96,6"
05.03.2020,20_10,1,перловка вар,600,"3,1","0,4",22,"5,1","0,26",120,"18,6","2,4",132,"30,6","1,56",720
05.03.2020,20_10,1,Яблоко,200,"0,3","0,2",14,2,"8,74",52,"0,6","0,4",28,4,"17,48",104
05.03.2020,20_10,1,апельсин,200,"0,9","0,1",12,3,9,47,"1,8","0,2",24,6,18,94
05.03.2020,20_10,1,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
06.03.2020,20_10,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
06.03.2020,20_10,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
06.03.2020,20_10,1,Шоколад молочный,15,"8,1",55,31,,,542,"1,215","8,25","4,65",0,0,"81,3"
06.03.2020,20_10,1,сыр,50,"22,5",28,0,0,0,342,"11,25",14,0,0,0,171
06.03.2020,20_10,1,говядина нежирная,300,"25,7","8,1","0,2",0,0,175,"77,1","24,3","0,6",0,0,525
06.03.2020,20_10,1,рис бур вар,600,3,1,26,,,120,18,6,156,0,0,720
06.03.2020,20_10,1,апельсин,200,"0,9","0,1",12,3,9,47,"1,8","0,2",24,6,18,94
06.03.2020,20_10,1,Яблоко,200,"0,3","0,2",14,2,"8,74",52,"0,6","0,4",28,4,"17,48",104
06.03.2020,20_10,1,bcaa ON,12,53,0,32,0,0,337,"6,36",0,"3,84",0,0,"40,44"
06.03.2020,20_10,1,Банан,150,"1,1","0,3",23,"2,6",12,89,"1,65","0,45","34,5","3,9",18,"133,5"
06.03.2020,20_10,1,Шоколад Спартак 56%,20,"6,5",34,51,10,20,530,"1,3","6,8","10,2",2,4,106
06.03.2020,20_10,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
07.03.2020,20_10,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
07.03.2020,20_10,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
07.03.2020,20_10,1,Шоколад молочный,15,"8,1",55,31,,,542,"1,215","8,25","4,65",0,0,"81,3"
07.03.2020,20_10,1,сыр,50,"22,5",28,0,0,0,342,"11,25",14,0,0,0,171
07.03.2020,20_10,1,хек рыба,300,"16,8","2,2",0,0,0,86,"50,4","6,6",0,0,0,258
07.03.2020,20_10,1,рис бур вар,300,3,1,26,,,120,9,3,78,0,0,360
07.03.2020,20_10,1,Овсянка,30,13,6,63,9,0,360,"3,9","1,8","18,9","2,7",0,108
07.03.2020,20_10,1,грецкий орех,50,15,65,14,,,654,"7,5","32,5",7,0,0,327
07.03.2020,20_10,1,чернослив,60,"2,2","0,4",64,,,240,"1,32","0,24","38,4",0,0,144
07.03.2020,20_10,1,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
07.03.2020,20_10,1,Яблоко,150,"0,3","0,2",14,2,"8,74",52,"0,45","0,3",21,3,"13,11",78
07.03.2020,20_10,1,апельсин,400,"0,9","0,1",12,3,9,47,"3,6","0,4",48,12,36,188
07.03.2020,20_10,1,гречка вар,100,4,1,20,"2,938090241",0,100,4,1,20,"2,938090241",0,100
07.03.2020,20_10,1,Хлебец Виктория,20,"9,41","5,95","68,46",,,337,"1,882","1,19","13,692",0,0,"67,4"
08.03.2020,20_11,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
08.03.2020,20_11,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
08.03.2020,20_11,1,Шоколад молочный,15,"8,1",55,31,,,542,"1,215","8,25","4,65",0,0,"81,3"
08.03.2020,20_11,1,сыр,50,"22,5",28,0,0,0,342,"11,25",14,0,0,0,171
08.03.2020,20_11,1,хек рыба,200,"16,8","2,2",0,0,0,86,"33,6","4,4",0,0,0,172
08.03.2020,20_11,1,Свинина пост,100,"19,4","7,1",0,0,0,160,"19,4","7,1",0,0,0,160
08.03.2020,20_11,1,булгур вар,600,5,1,25,7,"0,16",122,30,6,150,42,"0,96",732
08.03.2020,20_11,1,апельсин,200,"0,9","0,1",12,3,9,47,"1,8","0,2",24,6,18,94
08.03.2020,20_11,1,Яблоко,300,"0,3","0,2",14,2,"8,74",52,"0,9","0,6",42,6,"26,22",156
08.03.2020,20_11,1,киви,100,"1,1","0,5",15,,,61,"1,1","0,5",15,0,0,61
08.03.2020,20_11,1,чернослив,40,"2,2","0,4",64,,,240,"0,88","0,16","25,6",0,0,96
08.03.2020,20_11,1,миндаль,30,21,49,22,,,576,"6,3","14,7","6,6",0,0,"172,8"
08.03.2020,20_11,1,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
08.03.2020,20_11,1,морская капуста,100,"0,5","0,5","3,8","1,3","0,6",22,"0,5","0,5","3,8","1,3","0,6",22
08.03.2020,20_11,1,сушки ванильные,10,"9,5",5,74,"2,9","0,3",379,"0,95","0,5","7,4","0,29","0,03","37,9"
08.03.2020,20_11,1,Хлебец Виктория,7,"9,41","5,95","68,46",,,337,"0,6587","0,4165","4,7922",0,0,"23,59"
09.03.2020,20_11,1,зефир,20,"0,8","0,1",80,,,326,"0,16","0,02",16,0,0,"65,2"
09.03.2020,20_11,1,Шоколад Спартак 56%,60,"6,5",34,51,10,20,530,"3,9","20,4","30,6",6,12,318
09.03.2020,20_11,1,мед,10,"0,5","0,2",80,0,80,330,"0,05","0,02",8,0,8,33
09.03.2020,20_11,1,печенье топл молоко,20,8,15,68,"2,5",21,430,"1,6",3,"13,6","0,5","4,2",86
09.03.2020,20_11,1,чернослив,20,"2,2","0,4",64,,,240,"0,44","0,08","12,8",0,0,48
09.03.2020,20_11,1,Финик,20,"2,5","0,5",72,,,259,"0,5","0,1","14,4",0,0,"51,8"
09.03.2020,20_11,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
09.03.2020,20_11,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
09.03.2020,20_11,1,сыр,50,"22,5",28,0,0,0,342,"11,25",14,0,0,0,171
09.03.2020,20_11,1,гречка вар,500,4,1,20,"2,938090241",0,100,20,5,100,"14,69045121",0,500
09.03.2020,20_11,1,Свинина пост,280,"19,4","7,1",0,0,0,160,"54,32","19,88",0,0,0,448
09.03.2020,20_11,1,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
09.03.2020,20_11,1,апельсин,200,"0,9","0,1",12,3,9,47,"1,8","0,2",24,6,18,94
09.03.2020,20_11,1,Банан,150,"1,1","0,3",23,"2,6",12,89,"1,65","0,45","34,5","3,9",18,"133,5"
09.03.2020,20_11,1,bcaa ON,12,53,0,32,0,0,337,"6,36",0,"3,84",0,0,"40,44"
10.03.2020,20_11,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
10.03.2020,20_11,1,Президент 85,15,"10,3",52,24,13,2,607,"1,545","7,8","3,6","1,95","0,3","91,05"
10.03.2020,20_11,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
10.03.2020,20_11,1,сыр,50,"22,5",28,0,0,0,342,"11,25",14,0,0,0,171
10.03.2020,20_11,1,гречка вар,600,4,1,20,"2,938090241",0,100,24,6,120,"17,62854145",0,600
10.03.2020,20_11,1,грудка,300,31,"3,6",0,0,0,165,93,"10,8",0,0,0,495
10.03.2020,20_11,1,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
10.03.2020,20_11,1,апельсин,200,"0,9","0,1",12,3,9,47,"1,8","0,2",24,6,18,94
10.03.2020,20_11,1,Яблоко,200,"0,3","0,2",14,2,"8,74",52,"0,6","0,4",28,4,"17,48",104
10.03.2020,20_11,1,чернослив,40,"2,2","0,4",64,,,240,"0,88","0,16","25,6",0,0,96
10.03.2020,20_11,1,грецкий орех,40,15,65,14,,,654,6,26,"5,6",0,0,"261,6"
11.03.2020,20_11,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
11.03.2020,20_11,1,Президент 85,15,"10,3",52,24,13,2,607,"1,545","7,8","3,6","1,95","0,3","91,05"
11.03.2020,20_11,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
11.03.2020,20_11,1,сыр,50,"22,5",28,0,0,0,342,"11,25",14,0,0,0,171
11.03.2020,20_11,1,перловка вар,600,"3,1","0,4",22,"5,1","0,26",120,"18,6","2,4",132,"30,6","1,56",720
11.03.2020,20_11,1,грудка,300,31,"3,6",0,0,0,165,93,"10,8",0,0,0,495
11.03.2020,20_11,1,апельсин,200,"0,9","0,1",12,3,9,47,"1,8","0,2",24,6,18,94
11.03.2020,20_11,1,Яблоко,150,"0,3","0,2",14,2,"8,74",52,"0,45","0,3",21,3,"13,11",78
11.03.2020,20_11,1,авокадо,60,2,15,9,0,0,160,"1,2",9,"5,4",0,0,96
11.03.2020,20_11,1,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
11.03.2020,20_11,1,bcaa ON,12,53,0,32,0,0,337,"6,36",0,"3,84",0,0,"40,44"
11.03.2020,20_11,1,Шоколад Спартак 56%,20,"6,5",34,51,10,20,530,"1,3","6,8","10,2",2,4,106
11.03.2020,20_11,1,Банан,150,"1,1","0,3",23,"2,6",12,89,"1,65","0,45","34,5","3,9",18,"133,5"
12.03.2020,20_11,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
12.03.2020,20_11,1,Президент 85,15,"10,3",52,24,13,2,607,"1,545","7,8","3,6","1,95","0,3","91,05"
12.03.2020,20_11,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
12.03.2020,20_11,1,сыр,50,"22,5",28,0,0,0,342,"11,25",14,0,0,0,171
